name,maj_axis,min_axis,mag,cat_num,in_maj,in_min
MCG-01-10-027, 10.00,  9.00,   15.0,,1,1
MCG-01-05-025, 13.00,  6.00,   14.5,,0,0
MCG-01-33-014, 14.00,  4.00,   15.5,,3,1.5
MCG-01-54-020,  7.00,  6.00,   15.0,,4,3
MCG-01-30-044,  9.00,  3.00,   14.0,NGC 3952,0,0
MCG-01-03-006, 10.00,  3.00,   15.5,,3,1.5
MCG-01-07-003,  9.00,  5.00,   16.0,,1.5,1.5
MCG-01-54-015,  7.00,  5.00,   16.0,,2,1.5
MCG-01-25-036, 11.00,  2.50,   14.5,IC  562,0,0
MCG-01-03-027, 13.00,  4.00,   13.5,,0,0
MCG-01-10-034,  0.00,  0.00,   13.0,NGC 1453,10,8
MCG-01-07-013,  7.00,  0.00,   15.5,,4,2
MCG-01-04-042, 18.00, 10.00,   14.5,,0,0
MCG-01-31-003,  5.00,  4.00,   15.0,,3,2.5
MCG-01-09-008,  6.00,  3.00,   16.0,,0,0
MCG-01-09-009,  8.00,  1.50,   16.0,,1.2,1
MCG-01-05-040,  8.00,  4.00,   14.5,,0,0
MCG-01-52-007,  7.50,  5.00,   15.5,,0,0
MCG-01-12-015, 11.00, 11.00,   15.0,,0,0
MCG-01-04-059, 10.00,  3.00,   15.0,,3,2
MCG-01-54-012,  8.00,  5.00,   15.0,,5,4
MCG-01-32-029, 10.00,  3.00,   15.0,,2.5,2
MCG-01-53-018,  9.00,  8.00,   13.5,,0,0
MCG-01-07-039,  8.00,  8.00,   15.5,,3,3
MCG-01-05-037,  0.00,  0.00,   13.5,IC  164,7,6
MCG-01-11-006, 10.00,  8.00,   17.0,,2,1
MCG-01-53-010,  8.00,  4.00,   15.0,,0,0
MCG-01-53-009, 10.00,  8.00,   13.0,,6,4
MCG-01-13-011, 11.00,  2.50,   15.0,,0,0
MCG-01-02-009,  0.00,  0.00,   15.0,,4.5,2
MCG-01-14-009,  6.00,  4.00,   17.0,,1,0.6
MCG-01-30-040, 10.50,  6.00,   14.0,IC 2969:,0,0
MCG-01-03-009,  7.00,  5.00,   15.0,,0,0
MCG-01-27-024, 10.00,  2.00,   15.0,,3,2
MCG-01-30-032,  8.00,  4.50,   15.0,,4,3
MCG-01-30-033, 15.00,  5.00,   14.5,,6,4
MCG-01-02-046,  8.00,  6.00,   15.0,,2.5,2
MCG-01-27-009,  9.00,  7.00,   14.5,,2,2
MCG-01-01-009,  0.00,  0.00,   15.5,,4,3
MCG-01-05-031, 10.00,  7.00,   14.0,,0,0
MCG-01-58-011, 10.00,  8.00,   16.0,,4.5,1
MCG-01-53-019,  7.00,  6.00,   14.0,,4,4
MCG-01-04-043, 10.00, 10.00,   16.0,,0,0
MCG-01-58-001,  6.00,  4.00,   15.0,,0,0
MCG-01-54-016, 12.00,  1.50,   15.0,,0,0
MCG-01-13-025,  0.00,  0.00,   15.0,,4,2.5
MCG-01-38-015,  0.00,  0.00,   15.5,,3,2.5
MCG-01-07-020, 30.00, 25.00,   15.0,,3,2
MCG-01-30-034,  4.00,  5.00,   15.0,,5,2.5
MCG-01-32-027,  0.00,  0.00,   11.0,NGC 4546,18,8
MCG-01-32-031, 10.00,  3.00,   17.0,,0,0
MCG-01-60-045, 10.00, 10.00,   15.0,,4,3
MCG-01-57-024, 12.00,  1.00,   15.0,,0,0
MCG-01-01-031,  8.00,  1.50,   15.0,,0,0
MCG-01-38-005,  7.00,  3.00,   15.5,,0,0
MCG-01-58-010, 10.00, 10.00,   14.0,,6,5
MCG-01-30-027A, 14.00,  6.00,   14.0,,3,2
MCG-01-05-034, 12.00, 10.00,   16.0,,3,1.5
MCG-01-58-009,  9.00,  7.00,   14.0,,0,0
MCG-01-52-006,  0.00,  0.00,   15.5,,4,2.5
MCG-01-37-003, 10.00,  3.00,   15.0,,6,2
MCG-01-03-007, 10.00,  5.00,   14.0,NGC  239,0,0
MCG+00-27-022,  0.00,  0.00,   15.0,,3,3
MCG-01-06-005, 13.00,  8.00,   14.5,,0,0
MCG+00-25-018,  7.00,  6.00,   14.5,,0,0
MCG+00-31-005,  4.00,  4.00,   14.9,,0,0
MCG+00-34-037,  4.00,  2.50,   14.5,,0,0
MCG-01-38-003,  8.00,  8.00,   15.0,,0,0
MCG-01-60-014,  6.00,  5.00,   15.0,,0,0
MCG+00-33-019, 11.00,  4.00,   15.0,,0,0
MCG+00-28-021, 12.00,  5.00,   14.5,,5,3
MCG+00-29-018,  4.00,  4.00,   15.7,,0,0
MCG-01-01-067,  6.00,  6.00,   14.5,,3,2.5
MCG-01-01-001,  5.00,  4.00,   15.0,,3,2
MCG-01-01-002, 11.00,  6.00,   14.0,,6,4
MCG+00-27-014,  5.00,  4.00,   15.6,,2.5,2
MCG-01-01-004,  9.00,  2.00,   15.0,,5,2
MCG-01-03-046, 10.00,  6.00,   14.0,,5,2.5
MCG+00-25-008,  0.00,  0.00,   12.3,NGC 2974,11,9
MCG-01-57-011,  8.00,  6.00,   16.0,,3,2.5
MCG-01-01-035,  0.00,  0.00,   16.0,,3.5,2.5
MCG-01-01-033,  0.00,  0.00,   13.0,NGC 7832,8,5
MCG+00-34-007,  6.00,  4.00,   15.3,,0,0
MCG-01-54-003, 20.00, 10.00,   14.5,,5,2
MCG-01-03-008,  6.00,  5.00,   15.0,,4,2.5
MCG-01-01-024, 10.00,  6.00,   14.0,,0,0
MCG-01-05-036, 10.00, 10.00,   15.0,,3.8,2.5
MCG-01-59-014, 14.00, 12.00,   15.0,,4,2.5
MCG+00-39-025,  5.00,  5.00,   15.3,IC 1119,5,2
MCG-01-12-003, 10.00,  7.00,   15.0,,3,2.5
MCG+00-29-021,  9.00,  3.00,   14.8,,2,2
MCG-01-60-024,  4.00,  3.00,   15.5,,0,0
MCG-01-60-021, 12.00,  2.00,   14.5,,0,0
MCG+00-28-028,  8.00,  7.00,   15.4,,3,2
MCG+00-30-002,  8.00,  3.00,   15.7,,0.5,0.5
MCG-01-10-016,  0.00,  0.00,   14.5,,3.6,2
MCG+00-33-024, 20.00,  4.00,   14.1,NGC 4843,2.5,2
MCG-01-55-008, 10.00,  5.00,   14.0,NGC 7121,7,3.6
MCG-01-09-022,  7.00,  5.00,   14.0,,4,3
MCG+00-37-009, 10.00,  7.00,   14.6,,0,0
MCG-01-12-007,  7.00,  4.00,   15.0,NGC 1576,3,2.5
MCG-01-03-079, 10.00,  9.00,   14.0,,5,4.5
MCG+00-30-012,  6.00,  4.00,   15.4,,0,0
MCG-01-59-016, 10.00,  2.50,   15.0,,0,0
MCG-01-02-015,  8.50,  2.50,   16.0,,0,0
MCG-01-60-022,  6.00,  3.00,   14.5,,0,0
MCG-01-01-025,  6.00,  2.00,   16.0,,4,2
MCG+00-33-028, 33.00, 22.00,   14.3,,0,0
MCG+00-31-044, 11.00, 10.00,   14.8,,2.5,2.5
MCG-01-23-014, 20.00, 15.00,   13.0,,6,5
MCG-01-60-020,  4.00,  4.00,   15.0,IC 1505,0,0
MCG-01-01-026, 10.00,  2.50,   15.0,,0,0
MCG+00-38-010, 32.00, 30.00,   15.2,,3,1.5
MCG-01-13-030,  0.00,  0.00,   14.0,,4,3
MCG-01-03-016,  8.00,  6.00,   14.5,,4,3
MCG-01-56-005,  8.00,  8.00,   14.0,,0,0
MCG-01-13-016, 11.00,  4.00,   14.5,,0,0
MCG+00-30-025,  3.00,  2.00,   15.0,,0,0
MCG+00-39-024,  4.00,  4.00,   15.5,,1.1,0.5
MCG-01-02-040,  6.00,  4.00,   15.0,,3,2.5
MCG+00-22-016,  5.00,  2.00,   14.9,,0,0
MCG-01-04-028,  7.00,  4.00,   15.0,,2,2
MCG+00-26-034, 22.00, 12.00,   13.3,IC  600,8,4
MCG-01-54-002,  6.00,  6.00,   16.5,,5,2
MCG+00-33-023,  2.50,  2.00,   14.3,,0,0
MCG-01-12-004,  7.00,  6.00,   15.5,,0,0
MCG-01-57-007, 16.00, 16.00,   14.5,,6,2
MCG-01-59-013,  6.00,  5.00,   15.0,,0,0
MCG-01-60-015,  8.00,  3.00,   15.0,,0,0
MCG-01-05-042, 12.00,  9.00,   14.5,,3,2
MCG-01-06-048,  8.00,  7.00,   15.5,,0,0
MCG-01-03-028,  7.00,  6.00,   15.0,,5,2
MCG+00-30-027,  4.00,  4.00,   14.9,,0,0
MCG+00-32-010,  5.00,  3.00,   15.0,,0,0
MCG+00-27-015,  7.00,  5.00,   14.8,IC  614,2,1.8
MCG+00-27-002,  2.00,  2.00,   14.8,,0,0
MCG-01-57-002,  8.00,  8.00,   16.0,,1,1
MCG+00-22-024,  5.00,  4.00,   15.7,,0,0
MCG-01-04-048,  0.00,  0.00,   14.5,IC 1705,4,3.5
MCG+00-35-020,  8.00,  3.00,   14.8,,3,2
MCG-01-03-035,  2.50,  2.00,   15.0,,0,0
MCG-01-10-036, 13.00,  3.00,   15.0,,3,1.6
MCG-01-03-034,  6.00,  6.00,   15.5,,3,3
MCG-01-14-007,  0.00,  0.00,   15.0,,2,1.8
MCG+00-31-042, 11.00,  3.00,   14.8,,0,0
MCG+00-32-003, 30.00,  7.00,   13.6,NGC 4348,0,0
MCG+00-30-011, 11.00,  9.00,   15.6,,4,2
MCG-01-02-012,  4.00,  4.00,   16.0,,2,2
MCG-01-05-047, 30.00,  4.00,   13.0,,0,0
MCG-01-57-004,  0.00,  0.00,   14.5,,6,5
MCG-01-01-074, 10.00,  5.00,   15.0,,0,0
MCG+00-27-011,  8.00,  4.00,   15.0,,3,2
MCG+00-35-019,  7.00,  7.00,   15.6,,1.5,1.5
MCG+00-31-014, 10.00,  2.00,   15.7,,2,1
MCG+00-36-018,  0.00,  0.00,   14.6,,5,3
MCG-01-13-008,  8.00,  7.00,   14.0,,5,4
MCG-01-14-008,  6.00,  4.00,   17.0,,0,0
MCG+00-27-032,  0.00,  0.00,   14.1,IC  627,3.5,3.5
MCG+00-23-015, 25.00, 12.00,   13.6,NGC 2708,0,0
MCG-01-13-048, 10.00,  3.00,   15.5,NGC 1753,0,0
MCG-01-13-043, 12.00, 11.00,   13.0,NGC 1729,3,2.5
MCG-01-14-005,  8.00,  4.00,   16.0,,5,2
MCG-01-08-006,  0.00,  0.00,   17.0,,2,2
MCG+00-27-020,  8.00,  8.00,   14.4,,2.5,2.5
MCG+00-37-010,  8.00,  5.00,   14.9,,0,0
MCG-01-01-007, 10.00,  4.00,   14.0,,0,0
MCG-01-08-005,  0.00,  0.00,   17.0,,2.5,2
MCG+00-33-013, 22.00, 22.00,   12.0,NGC 4691,11,5
MCG-01-04-011,  0.00,  0.00,   15.0,,4,3
MCG-01-01-006, 10.00,  8.00,   14.0,,0,0
MCG+00-37-014,  4.00,  4.00,   15.2,,0,0
MCG+00-28-011B, 11.00,  2.00,   15.7,,2,1.5
MCG+00-38-019, 18.00, 10.00,   15.2,,3,3
MCG-01-13-046,  0.00,  0.00,   15.0,NGC 1740,6,4
MCG+00-21-003,  8.00,  7.00,   15.1,,5,2.5
MCG-01-01-048,  6.00,  3.00,   15.0,,0,0
MCG-01-01-075,  5.00,  5.00,   14.5,IC    6,0,0
MCG-01-12-038, 20.00,  4.00,   13.0,NGC 1625,6,2.5
MCG+00-34-034, 13.00,  5.00,   15.7,,0,0
MCG+00-23-016,  6.00,  4.00,   14.8,NGC 2709,0,0
MCG+00-27-004,  5.00,  2.50,   14.6,,0,0
MCG+00-38-004, 12.00, 12.00,   15.5,,0,0
MCG+00-39-010,  5.00,  5.00,   15.0,,0,0
MCG+00-36-024,  5.00,  3.00,   14.8,IC  985,0,0
MCG-01-01-076,  7.00,  3.50,   15.0,IC    8,0,0
MCG-01-01-069, 12.00,  1.50,   15.5,,0,0
MCG-01-53-003,  2.00,  2.00,   18.0,,0.5,0.5
MCG-01-04-006, 12.00,  4.00,   15.0,,0,0
MCG+00-36-028, 24.00,  7.00,   13.6,NGC 5506,0,0
MCG-01-58-017,  7.00,  3.00,   15.0,IC 1467,0,0
MCG-01-07-016, 11.00,  8.00,   14.0,,6,4
MCG+00-36-005,  0.00,  0.00,   15.1,NGC 5392,3,3
MCG+00-37-003, 15.00,  8.00,   13.8,NGC 5604,8,4
MCG-01-53-002,  6.00,  3.50,   14.5,,0,0
MCG-01-53-001,  5.00,  4.00,   16.0,,2,1.5
MCG+00-23-012,  0.00,  0.00,   13.2,NGC 2698,10,4
MCG-01-04-050,  8.00,  6.00,   15.0,,0,0
MCG+00-27-005, 18.00, 11.00,   13.4,,9,4
MCG+00-34-024,  6.00,  3.00,   14.9,,0,0
MCG-01-58-019,  6.00,  4.00,   15.5,,3,2.5
MCG-01-10-031, 10.00,  8.00,   15.5,,0,0
MCG+00-27-023,  0.00,  0.00,   14.4,,3,3
MCG+00-29-010, 11.00,  4.00,   14.8,,4,2.5
MCG-01-12-036, 35.00,  6.00,   13.0,NGC 1622,5,2
MCG-01-02-031, 10.00,  2.50,   14.5,,0,0
MCG-01-06-014,  4.00,  2.00,   16.0,,0,0
MCG-01-06-079,  6.50,  4.50,   15.5,,1.5,1.5
MCG+00-36-029, 14.00,  8.00,   13.7,NGC 5507,4,4
MCG+00-23-014,  6.00,  6.00,   13.6,NGC 2699,0,0
MCG-01-06-013,  7.00,  5.00,   14.5,,0,0
MCG-01-60-009, 10.00,  4.50,   14.5,IC 1501,0,0
MCG-01-03-093,  4.00,  2.50,   15.0,,0,0
MCG-01-58-008,  4.00,  4.00,   15.0,,2.5,2.5
MCG-01-13-017,  7.50,  3.00,   15.0,,0,0
MCG-01-03-023, 11.00,  4.00,   14.0,,0,0
MCG-01-13-022, 15.00,  3.00,   15.0,,4.5,1.8
MCG-01-03-092,  7.00,  5.00,   14.5,,4,2.5
MCG-01-12-034, 22.00,  7.00,   13.5,NGC 1618,3.5,2
MCG+00-36-030,  7.00,  6.00,   15.0,,0,0
MCG+00-22-020,  4.00,  4.00,   15.0,,0,0
MCG-01-07-037,  0.00,  0.00,   15.0,,3,2.5
MCG-01-05-027,  8.00,  4.00,   14.0,,0,0
MCG-01-43-002, 20.00, 18.00,   13.0,,0,0
MCG+00-30-015,  8.00,  4.00,   15.0,,3,2
MCG-01-14-003, 10.00,  2.00,   16.0,,0,0
MCG+00-35-007, 14.00,  2.50,   15.2,,0,0
MCG-01-10-043, 10.00,  7.00,   16.0,,2,1.5
MCG-01-13-028,  3.00,  3.00,   14.0,NGC 1682,0,0
MCG-01-13-031,  0.00,  0.00,   13.0,NGC 1684,8,5
MCG-01-60-005, 11.00,  6.00,   16.0,,4,1
MCG+00-23-010,  0.00,  0.00,   13.3,NGC 2695,8,6
MCG-01-03-032,  0.00,  0.00,   14.5,,3,2.5
MCG+00-36-006,  6.00,  4.00,   15.7,,0,0
MCG+00-32-036, 11.00,  4.00,   14.9,,0,0
MCG-01-02-024,  8.00,  8.00,   15.0,,2,1
MCG-01-02-008,  4.00,  4.00,   15.5,,1.8,1.8
MCG+00-29-017, 15.00,  9.00,   14.4,,1.5,1.5
MCG-01-59-028,  8.00,  6.00,   14.0,IC 1492,4,3
MCG-01-06-072,  8.00,  7.00,   15.0,,0,0
MCG-01-10-039, 12.00,  2.50,   15.0,,0,0
MCG-01-09-036, 13.00,  4.00,   14.0,NGC 1320,5,2.5
MCG+00-23-002, 15.00,  8.00,   14.7,,0,0
MCG-01-14-004,  7.00,  4.00,   16.0,,0,0
MCG+00-26-008, 11.00,  5.00,   14.5,NGC 3092,2.5,2
MCG-01-13-033, 12.00,  7.50,   15.0,,2,1
MCG-01-12-037,  6.00,  6.00,   16.0,,1.5,1
MCG+00-23-011,  0.00,  0.00,   13.6,NGC 2697,8,5
MCG+00-26-011, 10.00,  2.00,   15.6,NGC 3101,2.5,2
MCG-01-09-035,  5.00,  3.00,   14.0,NGC 1321,0,0
MCG-01-08-013,  7.00,  5.00,   16.0,,0,0
MCG+00-32-018,  2.50,  2.00,   14.9,,0,0
MCG-01-59-018,  8.00,  7.00,   15.0,,4,2.5
MCG-01-08-008, 12.00,  2.50,   15.5,,0,0
MCG+00-29-023,  7.00,  6.00,   15.0,,2.5,2
MCG+00-26-003, 10.00,  3.00,   14.5,NGC 3086,5,2.5
MCG+00-36-021,  6.00,  3.00,   15.0,IC  978,3,2
MCG-01-09-014,  5.00,  4.00,   16.0,,1.2,1.2
MCG+00-27-039,  4.00,  3.00,   15.6,,0,0
MCG-01-09-005,  8.00,  7.00,   14.0,NGC 1222,6,5
MCG+00-26-007,  6.00,  2.50,   15.1,NGC 3093,2.5,2
MCG+00-26-005,  0.00,  0.00,   14.2,NGC 3090,4,4
MCG+00-32-007, 14.00,  4.00,   14.9,,2,2
MCG-01-60-006, 18.00,  2.50,   14.5,NGC 7700,6,2.5
MCG-01-13-032, 10.00,  7.00,   14.5,NGC 1685,1.8,1.5
MCG-01-58-020,  8.00,  6.00,   15.5,,3,2
MCG-01-13-050, 25.00,  3.00,   15.0,,6,3
MCG+00-13-066, 16.00,  3.00,   14.0,,0,0
MCG-01-07-019, 25.00,  6.00,   13.0,NGC  958,15,6
MCG+00-31-035,  8.00,  8.00,   15.0,,3,2
MCG-01-59-029, 15.00, 13.00,   14.0,IC 1496,5,3
MCG-01-02-013,  8.00,  8.00,   17.0,,2,1.5
MCG+00-34-028,  2.50,  2.00,   14.9,,0,0
MCG+00-30-031, 10.00,  8.00,   14.8,,3,3
MCG+00-32-025, 10.00,  7.00,   14.9,,2,1.5
MCG+00-30-003,  6.00,  2.00,   14.7,,0,0
MCG+00-36-007,  4.00,  2.00,   14.8,IC  968,2,1.8
MCG+00-29-019,  7.00,  4.00,   14.9,,2,2
MCG-01-09-015,  0.00,  0.00,   15.0,,3.6,2.5
MCG-01-51-001, 18.00,  5.00,   15.0,,0,0
MCG-01-09-037,  0.00,  0.00,   15.0,NGC 1322,3,2.5
MCG-01-57-016, 20.00, 17.00,   13.5,,0,0
MCG+00-26-002,  8.00,  2.50,   14.2,NGC 3083,0,0
MCG-01-60-010, 12.00,  4.00,   15.0,NGC 7710,5,2.5
MCG-01-10-046,  0.00,  0.00,   15.0,,4,3
MCG+00-12-054,  0.00,  0.00,   14.0,,4.5,2
MCG-01-57-013, 20.00, 11.00,   14.5,NGC 7288,6,4
MCG-01-07-012, 10.00,  1.00,    0.0,,2.5,1
MCG-01-02-037,  6.00,  4.00,   16.0,,3,2
MCG+00-36-008,  0.00,  0.00,   14.5,NGC 5400,2.5,2.5
MCG-01-01-008,  8.00,  6.00,   14.5,,2,2
MCG-01-10-008,  0.00,  0.00,   15.0,,2.5,2.5
MCG-01-07-008,  9.00,  3.00,   15.0,,0,0
MCG-01-60-007,  8.00,  5.00,   14.0,NGC 7701,5,3
MCG+00-29-008, 11.00,  9.00,   14.9,,4,2
MCG+00-27-013, 13.00,  4.00,   14.9,,0,0
MCG+00-12-068, 25.00, 21.00,   11.3,NGC 1637,3.5,3.5
MCG-01-04-004,  9.00,  2.00,   16.0,,4,2
MCG+00-12-051,  6.00,  3.00,   14.0,,0,0
MCG-01-10-041, 10.00, 10.00,   15.0,,1,1
MCG+00-25-019,  0.00,  0.00,   14.4,NGC 3017,3.5,3.5
MCG+00-26-031,  6.00,  4.00,   15.7,,2,2
MCG+00-27-040,  0.00,  0.00,   14.8,,4,4
MCG-01-06-029,  0.00,  0.00,   14.5,,5,4
MCG-01-06-028,  4.00,  3.00,   16.0,,0,0
MCG-01-02-036,  0.00,  0.00,   15.0,NGC  161,3.8,2.5
MCG+00-27-024,  6.00,  6.00,   15.7,,0,0
MCG+00-40-001, 15.00,  9.00,   13.1,NGC 5937,5,4
MCG+00-40-002, 13.00,  8.00,   15.7,,1,1
MCG-01-09-018, 44.00, 23.00,   13.0,NGC 1253,0,0
MCG-01-03-038,  4.50,  3.00,   15.5,,0,0
MCG+00-30-030, 13.00,  6.00,   15.0,,5,2.5
MCG-01-59-024, 12.00,  6.00,   14.0,,0,0
MCG-01-53-008, 10.00,  7.00,   15.0,,5,4
MCG-01-09-019,  9.00, 16.00,   15.0,,0,0
MCG+00-24-003, 12.00, 10.00,   15.7,,0,0
MCG-01-59-025,  6.00,  2.50,   16.0,,0,0
MCG+00-34-017,  7.00,  5.00,   15.7,,1.5,1.5
MCG+00-52-038, 13.00,  4.00,   14.0,,4,3
MCG-01-06-009,  6.00,  4.00,   16.0,,0,0
MCG-01-57-023, 10.00,  6.00,   14.0,,5,2.5
MCG-01-06-063, 13.00,  8.00,   15.0,,4.5,2
MCG-01-03-039,  6.00,  3.00,   15.5,,1.5,1.5
MCG-01-03-015,  3.00,  5.00,   12.5,NGC  259,15,4
MCG+00-35-003,  6.00,  4.00,   15.6,,0,0
MCG-01-06-010,  5.00,  5.00,   16.0,,2,2
MCG-01-04-013, 11.00,  7.00,   14.0,,0,0
MCG+00-13-016,  0.00,  0.00,   14.0,NGC 1670,4.5,2.5
MCG+00-26-027,  8.00,  7.00,   15.1,,0,0
MCG-01-59-004,  4.50,  2.50,   15.0,NGC 7530,0,0
MCG-01-52-009, 20.00,  6.00,   15.0,,4.5,2.5
MCG-01-09-032,  9.00,  7.00,   15.0,NGC 1308,3,2
MCG-01-05-041,  8.00,  5.00,   16.0,,3,2.5
MCG-01-55-012,  8.00,  2.00,   15.5,,6,2
MCG+00-35-001,  0.00,  0.00,   14.5,IC  892,5,3.5
MCG+00-33-011, 19.00,  9.00,   12.4,NGC 4684,9,5
MCG-01-07-029,  0.00,  0.00,   15.5,,2.5,1.5
MCG-01-07-028, 20.00,  5.00,   15.5,,5,1.5
MCG+00-28-008,  3.00,  3.00,   14.8,,0,0
MCG+00-31-033, 11.00,  7.00,   14.9,,2,2
MCG+00-31-003, 11.00,  8.00,   14.2,NGC 3979,3,2.5
MCG-01-03-012,  8.00,  5.00,   15.0,,4,3.6
MCG+00-36-010,  7.00,  7.00,   15.7,,2.5,2
MCG-01-06-002,  4.00,  3.00,   15.0,,0,0
MCG+00-26-029,  6.00,  4.00,   15.0,,4,2
MCG-01-59-005, 12.00,  4.00,   14.5,NGC 7532,6,3
MCG+00-52-037,  7.00,  5.00,   16.0,,3,2
MCG-01-60-004, 12.00,  6.00,   14.0,NGC 7694/,7,3
MCG+00-14-010,  0.00,  0.00,   14.0,,5,2.5
MCG+00-13-006,  5.00,  4.00,   15.0,,0,0
MCG-01-06-001,  0.00,  0.00,   15.0,,3.5,3
MCG+00-12-019,  5.00,  5.00,   15.0,,2,1.5
MCG+00-52-040,  8.00,  4.00,   15.0,,0,0
MCG-01-04-056, 10.00, 10.00,   15.0,,0,0
MCG+00-32-021,  0.00, 12.00,   16.0,,0,0
MCG-01-02-004,  6.00,  2.00,   16.0,,0,0
MCG-01-02-003,  7.00,  2.50,   16.0,IC   12,3.8,1.8
MCG-01-59-006,  6.50,  4.00,   14.5,NGC 7534,0,0
MCG+00-20-003,  8.00,  8.00,   15.5,,5,2
MCG+00-27-012,  0.00,  0.00,   14.0,NGC 3243,4.5,4
MCG+00-43-003,  8.00,  6.00,   14.9,,0,0
MCG+00-13-019,  0.00,  0.00,   13.5,NGC 1678,4,3
MCG+00-11-008,  5.00,  5.00,   16.0,,1,1
MCG+00-35-002, 11.00,  2.50,   14.9,IC  893,0,0
MCG+00-29-007,  8.00,  8.00,   14.9,,4,2
MCG-01-10-018,  8.00,  3.00,   15.5,,1.5,1.5
MCG+00-23-008, 20.00,  6.00,   14.1,NGC 2690,9,4
MCG-01-05-048,  7.00,  3.00,   17.0,,0,0
MCG-01-01-005,  8.00,  4.00,   14.5,,4,3
MCG+00-39-021, 13.00,  6.00,   14.6,NGC 5913,4,3
MCG-01-05-049, 10.00,  3.00,   15.0,,0,0
MCG+00-12-025,  8.00,  2.00,   15.5,,2,1.5
MCG+00-23-020,  5.00,  2.50,   14.8,,0,0
MCG+00-27-034, 19.00,  6.00,   14.7,,1.5,1.5
MCG+00-23-017, 19.00,  6.00,   13.8,NGC 2706,0,0
MCG+00-52-001,  7.00,  6.00,   14.0,NGC 6900,0,0
MCG+00-27-016,  8.00,  5.00,   15.7,,0,0
MCG-01-01-020, 10.00,  5.00,   15.0,,2,2
MCG+00-36-023, 30.00,  9.00,   14.4,,0,0
MCG+00-13-018,  5.00,  2.00,   14.5,,0,0
MCG-01-04-054, 14.00,  2.00,   15.0,,0,0
MCG-01-52-001,  6.00,  7.00,   15.0,NGC 6900,0,0
MCG+00-12-030, 10.00, 10.00,   15.0,,1,1
MCG+00-24-017,  8.00,  6.00,   14.3,IC  539,0,0
MCG+00-11-014,  6.00,  2.00,   15.5,,0,0
MCG+00-30-020,  9.00,  7.00,   15.7,,0,0
MCG-01-60-039,  2.00,  2.00,   17.0,,0,0
MCG-01-60-038,  4.00,  4.00,   17.0,,2,1
MCG+00-22-019, 17.00,  9.00,   13.5,NGC 2615,5,3.5
MCG+00-38-009, 15.00, 13.00,   14.2,NGC 5768,5,5
MCG-01-04-024, 10.00,  8.00,   15.0,,2,2
MCG-01-03-084, 12.00,  7.00,   13.5,,0,0
MCG+00-26-021,  7.00,  5.00,   14.2,IC  593,4,2.5
MCG-01-09-012,  0.00,  0.00,   15.0,NGC 1239:,2.5,2.5
MCG-01-02-043,  6.00,  6.00,   16.0,,0,0
MCG+00-30-013,  7.00,  6.00,   15.2,,0,0
MCG+00-28-001, 10.00,  6.00,   15.5,,1,1
MCG+00-34-027,  8.00,  5.00,   14.6,IC 4224,2,1.5
MCG-01-02-028, 10.00,  8.00,   16.0,,2,2
MCG+00-27-021,  5.00,  4.00,   15.4,,3,2.5
MCG+00-26-020,  8.00,  8.00,   14.0,IC  592,3,3
MCG+00-29-015,  9.00,  7.00,   15.6,,3,2
MCG-01-02-016,  0.00,  0.00,   13.5,NGC  113,4,3
MCG+00-25-002, 11.00,  4.00,   14.5,NGC 2917,0,0
MCG+00-43-002,  8.00,  2.50,   15.7,,2,1.5
MCG+00-26-024,  8.00,  8.00,   15.5,,0,0
MCG+00-30-032,  0.00,  0.00,   14.1,,4,2.5
MCG+00-22-025,  3.50,  3.50,   14.5,,0,0
MCG-01-59-027, 18.00, 12.00,   15.0,,2,2
MCG-01-01-013, 13.00,  1.50,   15.5,,0,0
MCG+00-25-028, 10.00,  3.00,   15.5,,1.8,1.5
MCG+00-25-029,  6.00,  5.00,   15.5,,1.2,1
MCG-01-06-069,  6.00,  3.00,   16.0,,2.5,2
MCG+00-31-041,  7.00,  5.00,   14.6,,0,0
MCG+00-27-027,  7.00,  4.00,   15.1,,0,0
MCG-01-59-026,  6.00,  2.50,   15.5,,4,2
MCG+00-29-004,  4.00,  4.00,   14.7,,0,0
MCG+00-24-016,  6.00,  5.00,   15.7,,2,1
MCG+00-11-013,  2.50,  2.00,   15.5,,0,0
MCG+00-42-008,  6.00,  6.00,   15.5,,2.5,2.5
MCG+00-34-032,  9.00,  7.00,   14.2,IC 4229,4,2
MCG+00-26-014,  9.00,  4.00,   14.6,,5,3
MCG-01-04-055, 11.00,  2.50,   15.5,,3,1.5
MCG-01-57-021, 20.00, 12.00,   14.0,,10,7.5
MCG-01-60-041,  0.00,  0.00,   15.5,,4,3
MCG-01-09-023,  0.00,  0.00,   14.0,NGC 1266,6,4
MCG-01-03-044,  7.00,  3.00,   15.0,,0,0
MCG-01-06-040, 10.00,  7.00,   16.0,,3,1
MCG+00-13-003,  0.00,  0.00,   13.0,NGC 1653,5.5,5.5
MCG-01-56-001,  8.00,  7.00,   16.0,,2.5,2
MCG-01-60-040, 10.00,  6.00,   15.5,,2.5,2
MCG+00-28-023,  0.00,  0.00,   14.8,,2,2
MCG-01-05-018,  4.00,  2.50,   15.5,,0,0
MCG+00-26-012,  9.00,  4.00,   14.3,,0,0
MCG+00-30-009,  8.00,  8.00,   15.5,,0,0
MCG-01-01-038, 11.00,  1.50,   15.0,,8,1.5
MCG+00-31-034, 16.00, 13.00,   14.0,NGC 4079,7,5
